Mesto;Latitude;Longitude;Opis;Tip;Tip_ID
Poschiavo;46.41143;10.05072;Passo Bernina 2323;P-Z;Parking
Rongellen;46.66208;9.44847;kanjon Via Mala, Rongellen, fascinantno, navzdol 321 stopnic;Z;Zanimivo
Sankt Moritz;46.47833;9.82500;TCS-Camping 46 CHF, <a href=http://www.campercontact.com/en/switzerland/graubunden--grigioni/st-moritz/67509/tcs-camping target=_blank>more info</a>;KAMP;KAMP
Sankt Moritz;46.47925;9.82435;Kamp Olympiaschanze, malo iz mesta, pes BP, blizu olimpijskih skakalnic, hribolazenje, kolesarjenje, surfanje, <a href=http://www.tcs.ch/de/camping-reisen/camping/campingplaetze/standorte/st-moritz.php target=_blank>more info...</a>;KAMP;KAMP
Sankt Moritz;46.48213;9.83131;P St.Moritz;P;Parking
Sankt Moritz;46.48859;9.83900;Parking in javni WC, cez dan placjivo;;Zanimivo
Sankt Moritz;46.49458;9.83951;Parking in javni WC;P;Parking
Sankt Moritz;46.49750;9.84818;P, ob jezeru, 1E/h, ponoci prepovedano;P;Parking
Sankt Moritz;46.50813;9.85953;Kamp Arina, 35E, <a href=http://www.campercontact.com/en/switzerland/graubunden--grigioni/strada/69582/camping-arina target=_blank>more info</a>;KAMP;KAMP
Sankt Moritz;46.51032;9.87909;Kamp St.Moritz, <a href=http://www.tcs.ch/de/camping-reisen/camping/campingplaetze/standorte/samedan.php target=_blank>more info...</a>;KAMP;KAMP
Sardona;46.91667;9.25000;Swiss Tectonic Arena Sardona, UNESCO Naravna dediscina;Z;Unesco
Saumnaum;46.94887;10.36714;PZA Saumnaum, tax-free vasica v Svici;PZA;PZA
S-Chauf;46.61269;9.98982;P, makadam, ob reki;P;Parking
Scuol;46.79155;10.29875;PZA 20E;PZA;PZA
Sent;46.81857;10.36668;Kamp Sur En, ob reki Inn, izhodisce za prekrasno pot skozi Val d Uina, v steno vklesana pot, 1200 v.m in 14km do koce Sesvenna na 2258m, <a href=http://www.sur-en.ch target=_blank>more info...</a>;KAMP;KAMP
Silvaplana;46.45550;9.79267;Kamp Silvaplana, ob jezeru, lep sprehod okoli jezera, <a href=http://www.campingsilvaplana.ch target=_blank>more info...</a>;KAMP;KAMP
Sucsh;46.75036;9.94747;Prelaz Fluelapass 2383, od St. Moritza do Davosa;P-Z;Parking
Tschierv;46.63935;10.29303;Prelaz Fuorn/Ofenpass, zacetek parka Parc Naziunal Svizzer;P;Parking
Tujetsch;46.67275;8.75313;Rheincamping Rueras, ASCI, <a href=http://www.campadi-rein.ch target=_blank>more info...</a>;KAMP;KAMP
Vals;46.62094;9.18093;Hisa v zemlji, hobit varianta, zanimivo;Z;Zanimivo
Vals;46.62233;9.18101;Terme Vals, CHF 80/osebo;Z;Zanimivo
Vals;46.62256;9.18328;Vasica Vals, na koncu doline, izhodisce za pohodnistvo;Z;Zanimivo
Versam;46.79542;9.34050;kanjon Rinaulta, Versam, zelo ozka cesta;Z;Zanimivo
Zernez;46.69628;10.08785;Kamp Cul, 800m iz centra ob reki Inn, urejen, enostaven, avtobus v naravni park vsako uro od 7-15 do 19-15, <a href=http://www.camping-cul.com target=_blank>more info...</a>;KAMP;KAMP
Zillis;46.63541;9.44075;P Zillis, pred cerkvico iz leta 1100, ki ima na stropu 153 fresk narisanih narobe, ogled z ogledali;P;Parking
Zizers;46.91933;9.56252;Sanitarna postaja pri avtomehanicni delavnici;I-V-WC;Sanitarna postaja
Brusio;46.25425;10.12785;Spiralni zelezniski viadukt Brusio, <a href=http://sl.wikipedia.org/wiki/Spiralni_viadukt_Brusio target=_blank>more info...</a>;Z;Zanimivo
Geneve;46.22810;6.18599;P ob cesti na J Zenevskega jezera, 4h brezplacno;P;Parking
Lausanne;46.50721;6.63358;olimpijski muzej Lausanne, odprto vse dni v letu 9-18h, no-mar ponedeljek zaprto, 15CHF;Z;Zanimivo
Montreux;46.43991;6.89003;PZA Clarens, brezplacna sanitarna, ob jezeru Leman, malo visi , s kolesi 4-5km ob jezeru do gradu Chillon;PZA;PZA
Port Valais;46.38677;6.86088;Kamp Rive Bleue, 17E/AD/dan, ob obali jezera Lac leman,<a href=http://www.camping-rive-bleue.ch target=_blank>more info...</a>;KAMP;KAMP
Vevey;46.45770;6.84610;Velike vilice 26m, zapicene v jezeru;Z;Zanimivo
Vevey;46.45980;6.84189;P, v centru, mesteca Vevey, v blizini tovarne Nestle, lep mestni park, Chaplinov kip, tu je zivel in umrl Freddi Mercury.;P-Z;Parking
Vevey;46.47546;6.85143;Chaplin s World, dvorec kjer je zivel in umrl Charlie Chaplin, vstopnina 25 CHF, <a href=http://www.chaplinsworld.com target=_blank>more info...</a>;Z;Zanimivo
Veytaux;46.41439;6.92845;grad Chateau de Chillon, Veytaux, odprto vse dni v letu, apr-sep 9-19h ostalo 10-17h,12CHF;Z;Zanimivo
Madesimo;46.50544;9.33032;meja I-CH Splugen, ovinki in dva precej nizka tunela, AD gre skozi, vendar previdno, lepa narava;Z;Zanimivo
Alpnachstadt;46.96463;8.29369;P Alpnachstadt, ob jezeru, JZ od Luzern;P;Parking
Ennetburgen;47.00082;8.39631;Hammetschwand Lift je zunanje dvigalo, ki se nahaja na Burgenstock planoti. Neverjeten razgled po Luzerniskem jezeru, najvisje zunanje dvigalo v EU, 13 CHF/osebo de.buergenstock.ch/entdecken/hammetschwand-lift/;Z;Zanimivo
Hergilwil;46.99729;8.30337;P, asfalt, 4 prostori, pogled na Luzernsko jezero;P;Parking
Hergisvil;46.98123;8.31767;P Hergisvil, pred edino steklarno v Svici Glasi Hergiswil, vstop brezplacen, pravo dozivetje;P;Parking
Luzern;47.04078;8.32737;P Luzern Tribschen, 5 frankov/24h;P;Parking
Luzern;47.04707;8.31767;P Luzern pri marini, kjer je dovoljeno parkiranje do 72 ur, 15 frankov/24h, 500 m od centra, malo naprej od busne postaje, voda je v bliznjem javnem wc-ju izpusta ni;P;Parking
Luzern;47.04913;8.31439;P Luzern ob jezeru, leseni most, staro mestno jedro, svicarske cokolade;P;Parking
Luzern;47.05033;8.33933;Kamp Lido, 51E/AD, <a href=http://www.camping-international.ch target=_blank>more info...</a>;KAMP;KAMP
Stans;46.95836;8.36336;Stanserhorn CabriO, prva dvonadstropna kabinska zicnica na svetu, z odprtim zgornjim delom, na goro Stanerhorn 1898m, prekrasni razgledi;Z;Zanimivo
Col des Roches;47.05000;6.71667;Col des Roches, 919;Z;Zanimivo
l Areuse;46.95216;6.72618;P, izhodisce za pespot skozi kanjon Gorges de l Areuse Areuse Gorge, do kamnitega mosta cca 3km;P-Z;Parking
l Areuse;46.95611;6.83133;P, izhodisce za pespot skozi kanjon Gorges de l Areuse Areuse Gorge, cca 10km v eno smer;P-Z;Parking
La Chaux-de-Fonds;47.10389;6.83278;La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning, UNESCO Kulturna dediscina;Z;Unesco
Le Landeron;47.05646;7.07226;P Le Landeron, Neuchatel, blizu moznost kopanja v jezeru ali bazenu, z AD se mirno brezplacno prespi, komarji;P;Parking
Les Pres-d Orvin;47.14691;7.12332;Farma bizonov, zelo nenavadno za svico;Z;Zanimivo
Alpnachstadt;46.95516;8.27820;P Alpnachstadt, Pilatus Kulm, najbolj strma zobata zeleznica na svetu z 48% naklonom na goro Pilatus, maj-nov;P;Parking
Engelberg;46.77056;8.42618;Titlis Cliff Walk, najvisji viseci most v Evropi, 3041m nad morjem, 500m od tal;Z;Zanimivo
Engelberg;46.80944;8.42356;Kamp Eienwaldli 42E/dan, <a href=http://www.eienwaeldli.ch/de/Camping target=_blank>more info...</a>;KAMP;KAMP
Lungern;46.77570;8.14300;P Lungern, ob cesti, razgledna tocka nad jezerom Lungern;P;Parking
Betlis;47.13834;9.16504;Seerenbach Falls, 305m visok slap, v treh kaskadah, skupaj 600 metrov;Z;Zanimivo
Pfaffikon;47.19926;8.79113;Aqua Park Alpamare,, velik vodni park, odprt vse leto, 50 fr dnevna karta, <a href=http://www.alpamare.ch target=_blank>more info...</a>;Z;Zanimivo
Rapperswil;47.22428;8.82533;P Rapperswil, dovoljeno ponoci, zivalski vrt do 18h;P;Parking
Rapperswil;47.22792;8.82220;P Rapperswil v mestu, mimo cerkve do gradu, razgled, mimo samostana in vrtov do jezera;P;Parking
Saint Gallen;47.42333;9.37778;Saint Gallen, UNESCO Kulturna dediscina;Z;Unesco
Saint Gallen;47.46129;9.36554;Kamp St.Gallen-Wittenbach, lep in urejen kamp, v blizini je zelo lepo mestece Gallen, <a href=http://www.ccc-stgallen.ch target=_blank>more info...</a>;KAMP;KAMP
Unterwasser;47.19490;9.30890;P, Thur slapovi 47.20231,9.31177, dvokaskadni cca 20m vsak, 15min iz centra vasi;P-Z;Parking
Vaduz;47.13923;9.51051;PZA Z od Vaduz, 1,5 franka/16ur, ob reki in nogometnem igriscu, policija tolerira 1X spanje, sicer v bliznji kamp za 50E;PZA;PZA
Walenstadt;47.12501;9.30288;P ob jezeru;P;Parking
Wasserauen;47.28342;9.41450;Ascher Guesthouse, planinska koca, stisnjena pod strmo skalo, lepi razgledi;Z;Zanimivo
Wasserauen;47.28381;9.42670;P, z zeleznico do Ebenalp, od tam do Ascher Guesthouse, pod strmo skalo, lepo;P-Z;Parking
Neuhausen am Rheinfall;47.67833;8.61150;P Neuhausen am Rheinfall Ren-najvecji slap v Epi, ladjice v sredisce slapov, razgledna ploscad;P;Parking
Schaffhausen;47.69569;8.64097;Schaffhausen, vznozje stopnic na trdnjavo Munot, vredno ogleda, 8-20h, v centru ulicna trznica z raznorazno robo;Z;Zanimivo
Einsiedeln;47.12697;8.75062;P Kloster Einsiedeln, najbolj priljubljen svicarski romarski kraj, ogromna poznobarocna cerkev;P;Parking
Goldau;47.05667;8.48556;Postaja za zobato zeleznico na Rigi Kulm, 1800m, lepi razgledi, pohodnistvo, smucisce;Z;Zanimivo
Ibach;47.01645;8.64881;Tovarna Victorinox, izdelovalka svicarskega noza Swiss Army Knives;Z;Zanimivo
Immensee;47.07910;8.48543;P ob jezeru Immensee, pod AC nadvozom, po obalni cesti, voda topla in cista;P-V;PZA
Immensee;47.08645;8.52328;P ob jezeru Immensee, odlicno za kopanje vendar le za plavalce, ker je rob strm in voda globoka, veliko prometa.;P-V;PZA
Lauerzersee;47.03020;8.60168;P ob jezeru Lauerzersee, v vodi malo vec blata, vendar dobra kopel, cesta manj prometna, primerno za spanje ob njej;P;Parking
Pragel Pass;46.99833;8.86849;Pragel Pass,1548m;Z;Zanimivo
Stooshorn;46.99200;8.66830;Spodnja postaja vlecnice Stoosbahn, najbolj strma na svetu, vrtece gondole, glede na strmino vedno v horizontalnem polozaju, <a href=http://www.stoos-muotatal.ch target=_blank>more info...</a>;Z;Zanimivo
Bodensko jezero;47.66806;8.98468;PZA Steckborn, 9E/dan, polna oskrba;PZA;PZA
Diessenhofen;47.69066;8.75078;Most Rheinbrucke Diessenhofen-Gailingen;Z;Zanimivo
Huttenburg;47.64408;8.85928;PZA Huttenburg, 13E, odlicno urejen pred kampom, kjer so na razpolago tudi sanitarije;PZA;PZA
Konstanz;47.65809;9.16893;PZA v mestu Konstanz, ogled mesta s kolesi;PZA;PZA
Sankt Gallen;47.43363;9.40477;PZA, 16 CHF;PZA;PZA
Stein am Rhein;47.66142;8.85841;P Stein am Rhein, pod starim mestnim jedrom zraven oboka, skozi katerega prides v stari del mesta, cez cesto je wc;P-WC;PZA
Stein am Rhein;47.66250;8.85453;P, mozno spanje 1x;P;Parking
Werd;47.65512;8.86719;Kapelica na otoku Sankt Otmar;Z;Zanimivo
Alprose Caslano;45.97425;8.87335;P pred tovarne cokolade Alprose, menda najboljsa svicarska cokolada, ogled proizvodnje, trgovina;Z;Zanimivo
Bellinzona;46.19314;9.02242;Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona, UNESCO Kulturna dediscina;Z;Unesco
Campione d Italia;45.97044;8.97059;Tax-free italijanska komuna v provinci Como v Lombardiji, in italijanska enklava v svicarskem kantonu Ticino;Z;Zanimivo
Capolago;45.90246;8.97860;Zobata zeleznica za na Monte Generosa 1704m, 42 CHF/osebo;Z;Zanimivo
Capolago;45.90497;8.97658;P ob jezeru Lugano, Capolago, mozna nocitev;P;Parking
Cimetta;46.20083;8.79106;Hrib Cimetta, 1671m, lep razgled, pes ali z vlecnico iz mesta Locarno;Z;Zanimivo
Gudo;46.17511;8.95227;P, izhodisce za pot Via della Vigne do mostu Carasc, cca 400 visincev in 4 km do mostu;P;Parking
Isole di Brissago;46.13239;8.73532;Isole di Brissago, na njem je botanicni vrt, cca 1500 vrst;Z;Zanimivo
Lavertezzo;46.25949;8.83760;P, Valle Verzasca, ob cesti, ozko, kopanje v tolmunih;P;Parking
Lavertezzo;46.26218;8.83104;P Lavertezzo, parkirnina, zgodovinski dvojni most, mozno kopanje v reki, cesta ozka in strma;P;Parking
Locarno;46.16038;8.80091;PZA Locarno, umazano, blatno, 20CHF/24ur;PZA;PZA
Locarno;46.16181;8.79232;Show s pticami, 20CHF/osebi, <a href=http://www.falconeria.ch target=_blank>more info...</a>;Z;Zanimivo
Locarno;46.16333;8.80338;P, v parku Pace, mirno, razsvetljeno, spanje;P;Parking
Locarno;46.16788;8.79329;Grad, Visconteo Castle;Z;Zanimivo
Locarno;46.16861;8.85611;Kamp Campofelice, top kamp 2008, <a href=http://www.campofelice.ch target=_blank>more info...</a>;KAMP;KAMP
Lugano;45.99853;8.94512;P, pred centrom, 2CHF/h, brezplacno od 19-00 do 7-00, mozno spanje;P;Parking
Lugano;46.00491;8.95830;Zelo lep mestni park Parko Civico;Z;Zanimivo
Lukmanierpass;46.54649;8.81842;Lukmanierpass, 1915m, P, placa se 8.00-18.00, 5 frankov;P-Z;Parking
Melano;45.92328;8.97922;Kamp Paradiso tik ob jezero Lugano, <a href=http://www.camping-paradiso.ch target=_blank>more info...</a>;KAMP;KAMP
Melide;45.95314;8.94928;Swissminiatur, Svica v malem, podobno kot Minimundus, vredno ogleda, vstopnina 19 CHF/osebo;Z;Zanimivo
Mogno;46.43081;8.66359;Zelo nenavadna in drugacna cerkev, arhitekt Mario Botta;Z;Zanimivo
Monte Carasso;46.19300;8.97900;Carasc, tibetanski most cez dolino, 270m dolh in 130m nad tlemi, krozna pot Via delle Vigne;Z;Zanimivo
Sementina;46.18685;8.99757;Manjsi P, izhodisce za pot Via della Vigne do mostu Carasc, 400 visincev in 5km krozna;P;Parking
St. Gottard;46.53507;8.58386;Stara cesta za na Gottard, z juga, vecinoma tlakovana, slikovita;Z;Zanimivo
St. Gottard;46.55772;8.56622;prelaz St. Gottard 2091m, spanje, po moznosti po stari tlakovani ovinkasti cesti;Z;Zanimivo
Verzasca;46.19529;8.85058;Jez Verzasca, bungy jumping 007 Goldeneye, ob jezeru Vogorno;Z;Zanimivo
Grauspitz;47.05270;9.58126;Vorder Grauspitz, 2599m, najvisji vrh Liechtensteina;Z;Zanimivo
Altdorf;46.88279;8.64552;P, v mestu;P;Parking
Andermatt;46.63657;8.59482;P, zraven ZP, vlak vozi na OberAlp prelaz;P;Parking
Brunnen;46.99606;8.59352;Camping Hopfreben, ob jezeru Vierwaldstattersee, <a href=http://www.camping.info/schweiz/zentralschweiz/camping-hopfreben-23327 target=_blank>more info...</a>;KAMP;KAMP
Klausenpass;46.87222;8.83715;Klausenpass, 1948m;Z;Zanimivo
Oberalppass;46.66251;8.66831;P za AD, nadmorska visina 2041m, makadam, spanje;P;Parking
Sisikon;46.94946;8.61893;Kamp Bucheli, 30CHF, idilicen kamp ob jezeru Vierwaldstattersee, <a href=http://www.camping-bucheli.ch target=_blank>more info...</a>;KAMP;KAMP
Teufelsbrucke;46.64736;8.59023;Teufelsbrucke Hudicev most, cez reko Reuss, soteska;Z;Zanimivo
Betten;46.37199;8.07606;Spodnja postaja gondole Bettmeralp, smucisce, izhodisce za pohod po Aletsch Glacier, najdaljsi ledenik v alpah, cca 17km in 400 visincev;Z;Zanimivo
Blitzingen;46.44147;8.20207;P, manjsi v sredi vasi, ob cesti;P;Parking
Euseigne;46.17217;7.41481;P za Piramides d Euseigne;P;Parking
Euseigne;46.17315;7.41713;Piramides d Euseigne, kamnite piramide, podobno Kapadokiji, <a href=http://www.valdherens.ch/en/fppoi-les-pyramides-d-euseigne-39759.html target=_blank>more info...</a>;Z;Zanimivo
Fiesch;46.40522;8.13590;Spodnja postaja gondole Fiesch, smucisce, izhodisce za Aletsch Glacier, najdaljsi ledenik v alpah in Eggishorn 2927m;Z;Zanimivo
Furkapass;46.57254;8.41506;Prelaz Furkapass 2429m;Z;Zanimivo
Furkapass;46.57703;8.38808;P Furkapass ob ledeniku v katerega je vklesana pot, vstopnina dva odrasla+otrok=15E;P;Parking
Gletsch;46.56184;8.36175;P, 10 CHF/noc, voda, <a href=http://www.campercontact.com/en/switzerland/wallis--valais/gletsh-obergoms/15338/parking target=_blank>more info</a>;P;Parking
Grande Dixence Dam;46.08052;7.40365;Jez Dixence najvisja zgradba v Svici 285m, in najvecji gravitacijski jez na svetu, zadrzevalnik jezera des Dix;Z;Zanimivo
Grande Dixence Dam;46.08370;7.40311;P za jez Dixence, najvecji gravitacijski jez na svetu, voda, wc, spanje, s sedeznico do jeza, <a href=http://www.campercontact.com/en/switzerland/wallis--valais/heremence/24577/grande-dixence-valais-suisse target=_blank>more info</a>;PZA;PZA
Grimsel;46.56113;8.33632;Prelaz Grimsel 2165m, park svizcev, lepo izhodisce za planinarjenje, mozno spanje;Z;Zanimivo
Jungfraujoch;46.50000;8.03333;Swiss Alps Jungfrau-Aletsch, UNESCO Naravna dediscina, <a href=http://sl.wikipedia.org/wiki/Zavarovano_obmo%C4%8Dje_Jungfrau-Aletsch target=_blank>more info...</a>;Z;Unesco
Lac de Chateaupre;46.10665;7.57888;P, pri jezeru Chateaupre, brezplacno, 2250m, mini sanitarna, izhodisce za ledenik Moiry, spanje;PZA;PZA
Martigny;46.09530;7.07163;P, asfalt, placljivo med tednom;P;Parking
Nufenen Pass;46.47740;8.38669;Nufenen Pass, 2478m;Z;Zanimivo
Randa;46.08562;7.78199;Kamp Randa, 35E, odprto nonstop, <a href=http://www.campercontact.com/en/switzerland/wallis--valais/randa/58074/attermenzen target=_blank>more info</a>;KAMP;KAMP
Randa;46.09369;7.78004;P, 10 CHF/noc;P;Parking
Randa;46.10106;7.80203;Viseci most Charles Kuonen, 494m, najdaljsi most za pesce na svetu, je del poti Europaweg med Grachen and Zermattom, <a href=http://www.europaweg.ch/en/circular-hike-to-the-suspension-bridge-in-randa target=_blank>more info...</a>;Z;Zanimivo
Saas Fee;46.11083;7.93306;Lep PZA 26 frankov / 24ur, toalete, voda, odtok na 1800 m.n.v.;PZA;PZA
Saint-Leonard;46.25568;7.42632;PZA Saint-Leonard, SV od Sion, poleg je tudi podzemno jezero;PZA;PZA
Saviese;46.25742;7.34598;PZA, brezplacno, WC in tus placljivo, <a href=http://www.campercontact.com/en/switzerland/wallis--valais/saviese/64336/p1-bisse-du-torrent-neuf target=_blank>more info</a>;PZA;PZA
Saviese;46.26328;7.34732;Zacetek poti Bisse du Torrent-Neuf, cca 6km, po ravnem, zelo atraktivna pot, viseci mostovi, do vasi Brac in nazaj, <a href=http://www.les-bisses-du-valais.ch/fr/Bisse/Bisse-du-Torrent-Neuf-Saviese/ target=_blank>more info...</a>;Z;Zanimivo
Simplon;46.24586;8.02447;Prelaz Simplon 2005m, sanitarna postaja za AD;PZA-Z;PZA
Tasch;46.06570;7.77503;Kamp Alphubel Tasch, 35E/AD, 5km pred Zermattom Matterhorn, vlak do Zermatta vsakih 20min, <a href=http://www.campingtaesch.ch target=_blank>more info...</a>;KAMP;KAMP
Tasch;46.06695;7.77499;P Tasch, 5km pred Zermattom Matterhorn, vlak do Zermatta vsakih 20min.;P;Parking
Tasch;46.07743;7.77571;Pesceno parkirisce zraven uradnega parkinga in kolesarske steze, ni prepovedi;P;Parking
Trient;46.04642;6.99431;Kamp Peuty, 6CHF/osebo, 1600 m.n.v, <a href=http://park4night.com/lieu/65190//trient-18-le-peuty/switzerland/martigny#.XaVQa-gzYuU target=_blank>more info...</a>;KAMP;KAMP
Trient;46.05793;7.00075;Prelaz Col de la Forclaz 1527m;Z;Zanimivo
Trient;46.06843;6.93709;P, jezero Emosson, zelo lepo, 1970m, spanje, wc, <a href=http://park4night.com/lieu/16836//finhaut/switzerland target=_blank>more info...</a>;P-WC;PZA
Visp;46.29290;7.88850;P v mestu, obdan z bloki;P;Parking
Zermatt;46.00897;7.73947;Soteska Gornerschlucht, 15 minut iz centra Zermatta;Z;Zanimivo
Cotterd;46.92203;7.02604;P, asfalt, sredi vinogradov, ob cerkvici, s pogledom na Murtersee;P;Parking
Lausanne;46.52587;6.63454;P blizu olimpijskega muzeja v Lausanne;P;Parking
Lausanne;46.53308;6.63968;Parking za razgledni stolp Sauvabelin;P;Parking
Lausanne;46.53519;6.63855;Leseni ragledni stolp Sauvabelin, lep razgled na jezero Leman;Z;Zanimivo
Lavaux;46.49194;6.74611;Lavaux, Vineyard Terraces, UNESCO Kulturna dediscina;Z;Unesco
Leysin;46.34220;7.02130;Sanitarna postaja, v blizini parkirisce in kamp;I-V-WC;Sanitarna postaja
Leysin;46.34274;6.99975;P ob kamnolomu, nadmorska visina 1467m;P;Parking
Lozana;46.51744;6.59794;PZA Lozana, pred kampom, WC lahko uporabljas od kampa, vsa oskrba, 20E;PZA;PZA
Morges;46.50443;6.48898;Kamp Morges, <a href=http://www.tcs.ch/de/camping-reisen/camping/campingplaetze/standorte/morges.php target=_blank>more info...</a>;KAMP;KAMP
Payerne;46.82442;6.94419;Sanitarna postaja poleg stadiona;I-V-WC;Sanitarna postaja
Busingen am Hochrhein;47.69701;8.69043;Tax-free enklava znotraj Svice v blizini nemske meje;Z;Zanimivo
Dietikon;47.40503;8.38108;Skulpturenpark, park skulptur, <a href=http://www.bruno-weber-skulpturenpark.ch target=_blank>more info...</a>;Z;Zanimivo
Langnau am Albis;47.28875;8.53110;P pred Wildpark Langenberg Langnau am Albis, odprto vse leto 24h/dan, vstop prost, losi, lisice, damjaki, mongolski konji;P;Parking
Neuhausen am Rheinfall;47.67440;8.60853;PZA Neuhausen am Rheinfall, placljivo parkirisce, dostop do slapa je brezplacen, Ren-najvecji slap v Epi;PZA;PZA
Neuhausen am Rheinfall;47.67514;8.61571;P Neuhausen am Rheinfall, brezplacno, Ren-najvecji slap v EU, spanje, gneca, kolesarska steza do Schaffhausen;P;Parking
Schaffhausen;47.68712;8.65591;Camping Schaffhausen, <a href=http://www.camping-schaffhausen.ch target=_blank>more info...</a>;KAMP;KAMP
Zurich;47.33611;8.54167;Kamp Fishers Fritz, ob jezeru, <a href=http://www.fischers-fritz.ch target=_blank>more info...</a>;KAMP;KAMP
Zurich;47.38313;8.57497;P pred ZOO Zurich, odprto vse leto 9-17/18h, 22CHF;P;Parking
Ak-Baital Pass;38.56095;73.59738;Prelaz Ak-Baital Pass 4655m, makadam, na Pamirski cesti M41;Z;Zanimivo
Berat;40.69916;19.95742;KAMP Parking Guesthouse Niko, Berat mesto tisocerih oken - UNESCO, mali kamp, parking, Wi-Fi, 10E, do centra mesteca pes 5 minut, <a href=http://www.campercontact.com/en/albania/berat/berat/77631/parking-guesthouse-niko target=_blank>more info</a>;KAMP;Unesco
